"Year","Question","Area","Area_abbr","Demographics_Type","Demographics_Value","Percent","Low_Confidence_Interval","High_Confidence_Interval","Confidence_Interval_Formatted"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Connecticut","CT","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Connecticut","CT","RaceEthnicity","White, NH","5.7","4.3","7.6","5.7 (CI 4.3 - 7.6)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Connecticut","CT","Sex","Female","8.3","6.4","10.8","8.3 (CI 6.4 - 10.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Connecticut","CT","Sex","Male","5.2","3.7","7.2","5.2 (CI 3.7 - 7.2)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Connecticut","CT","Total","Total","6.7","5.4","8.3","6.7 (CI 5.4 - 8.3)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Florida","FL","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Florida","FL","RaceEthnicity","Asian, NH","11.2","6.4","19.1","11.2 (CI 6.4 - 19.1)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Florida","FL","RaceEthnicity","Black, NH","9.5","6.9","12.9","9.5 (CI 6.9 - 12.9)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Florida","FL","RaceEthnicity","Hispanic","7.6","6.5","8.8","7.6 (CI 6.5 - 8.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Florida","FL","RaceEthnicity","Multiple race, NH","7.7","4.5","12.9","7.7 (CI 4.5 - 12.9)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Florida","FL","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Florida","FL","RaceEthnicity","White, NH","6.9","5.9","8.1","6.9 (CI 5.9 - 8.1)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Florida","FL","Sex","Female","9.6","8.3","11.0","9.6 (CI 8.3 - 11.0)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Florida","FL","Sex","Male","6.0","5.1","7.1","6.0 (CI 5.1 - 7.1)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Florida","FL","Total","Total","7.9","7.1","8.8","7.9 (CI 7.1 - 8.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Georgia","GA","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Georgia","GA","RaceEthnicity","Asian, NH","14.5","5.4","33.2","14.5 (CI 5.4 - 33.2)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Georgia","GA","RaceEthnicity","Black, NH","14.6","12.4","17.1","14.6 (CI 12.4 - 17.1)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Georgia","GA","RaceEthnicity","Hispanic","11.7","8.1","16.5","11.7 (CI 8.1 - 16.5)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Georgia","GA","RaceEthnicity","Multiple race, NH","22.7","13.8","34.9","22.7 (CI 13.8 - 34.9)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Georgia","GA","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Georgia","GA","RaceEthnicity","White, NH","6.6","5.4","7.9","6.6 (CI 5.4 - 7.9)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Georgia","GA","Sex","Female","13.6","11.2","16.6","13.6 (CI 11.2 - 16.6)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Georgia","GA","Sex","Male","9.1","7.7","10.8","9.1 (CI 7.7 - 10.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Georgia","GA","Total","Total","11.8","10.4","13.4","11.8 (CI 10.4 - 13.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Guam","GU","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Guam","GU","RaceEthnicity","Asian, NH","11.0","7.5","15.8","11.0 (CI 7.5 - 15.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Guam","GU","RaceEthnicity","Black, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Guam","GU","RaceEthnicity","Hispanic","33.9","24.5","44.7","33.9 (CI 24.5 - 44.7)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Guam","GU","RaceEthnicity","Multiple race, NH","11.1","6.9","17.5","11.1 (CI 6.9 - 17.5)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Guam","GU","RaceEthnicity","NHOPI, NH","18.9","13.7","25.4","18.9 (CI 13.7 - 25.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Guam","GU","RaceEthnicity","White, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Guam","GU","Sex","Female","20.2","14.2","27.9","20.2 (CI 14.2 - 27.9)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Guam","GU","Sex","Male","12.9","9.2","17.7","12.9 (CI 9.2 - 17.7)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Guam","GU","Total","Total","16.5","12.6","21.2","16.5 (CI 12.6 - 21.2)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Hawaii","HI","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Hawaii","HI","RaceEthnicity","Asian, NH","7.8","5.9","10.2","7.8 (CI 5.9 - 10.2)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Hawaii","HI","RaceEthnicity","Black, NH","14.4","6.6","28.4","14.4 (CI 6.6 - 28.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Hawaii","HI","RaceEthnicity","Hispanic","14.5","12.4","17.0","14.5 (CI 12.4 - 17.0)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Hawaii","HI","RaceEthnicity","Multiple race, NH","7.6","6.0","9.6","7.6 (CI 6.0 - 9.6)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Hawaii","HI","RaceEthnicity","NHOPI, NH","12.2","10.1","14.7","12.2 (CI 10.1 - 14.7)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Hawaii","HI","RaceEthnicity","White, NH","8.0","5.2","12.1","8.0 (CI 5.2 - 12.1)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Hawaii","HI","Sex","Female","11.2","9.1","13.7","11.2 (CI 9.1 - 13.7)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Hawaii","HI","Sex","Male","9.0","7.7","10.5","9.0 (CI 7.7 - 10.5)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Hawaii","HI","Total","Total","10.5","9.0","12.3","10.5 (CI 9.0 - 12.3)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Idaho","ID","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Idaho","ID","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Idaho","ID","RaceEthnicity","Black, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Idaho","ID","RaceEthnicity","Hispanic","13.1","9.2","18.3","13.1 (CI 9.2 - 18.3)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Idaho","ID","RaceEthnicity","Multiple race, NH","12.3","6.4","22.3","12.3 (CI 6.4 - 22.3)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Idaho","ID","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Idaho","ID","RaceEthnicity","White, NH","8.0","5.9","10.7","8.0 (CI 5.9 - 10.7)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Idaho","ID","Sex","Female","12.0","9.2","15.6","12.0 (CI 9.2 - 15.6)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Idaho","ID","Sex","Male","6.9","4.7","9.8","6.9 (CI 4.7 - 9.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Idaho","ID","Total","Total","9.6","7.4","12.3","9.6 (CI 7.4 - 12.3)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Illinois","IL","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Illinois","IL","RaceEthnicity","Asian, NH","6.2","2.0","17.4","6.2 (CI 2.0 - 17.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Illinois","IL","RaceEthnicity","Black, NH","14.0","10.3","18.7","14.0 (CI 10.3 - 18.7)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Illinois","IL","RaceEthnicity","Hispanic","11.6","7.8","17.0","11.6 (CI 7.8 - 17.0)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Illinois","IL","RaceEthnicity","Multiple race, NH","5.0","1.9","12.4","5.0 (CI 1.9 - 12.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Illinois","IL","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Illinois","IL","RaceEthnicity","White, NH","6.7","5.0","8.8","6.7 (CI 5.0 - 8.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Illinois","IL","Sex","Female","9.3","7.6","11.4","9.3 (CI 7.6 - 11.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Illinois","IL","Sex","Male","8.4","5.9","11.9","8.4 (CI 5.9 - 11.9)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Illinois","IL","Total","Total","9.0","7.3","11.1","9.0 (CI 7.3 - 11.1)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Iowa","IA","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Iowa","IA","RaceEthnicity","Asian, NH","19.0","7.4","40.9","19.0 (CI 7.4 - 40.9)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Iowa","IA","RaceEthnicity","Black, NH","4.5","1.4","13.9","4.5 (CI 1.4 - 13.9)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Iowa","IA","RaceEthnicity","Hispanic","12.4","9.1","16.7","12.4 (CI 9.1 - 16.7)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Iowa","IA","RaceEthnicity","Multiple race, NH","12.3","5.7","24.4","12.3 (CI 5.7 - 24.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Iowa","IA","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Iowa","IA","RaceEthnicity","White, NH","9.2","7.3","11.6","9.2 (CI 7.3 - 11.6)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Iowa","IA","Sex","Female","11.7","9.3","14.6","11.7 (CI 9.3 - 14.6)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Iowa","IA","Sex","Male","7.7","5.5","10.7","7.7 (CI 5.5 - 10.7)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Iowa","IA","Total","Total","9.7","7.9","11.9","9.7 (CI 7.9 - 11.9)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kansas","KS","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kansas","KS","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kansas","KS","RaceEthnicity","Black, NH","18.8","9.2","34.7","18.8 (CI 9.2 - 34.7)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kansas","KS","RaceEthnicity","Hispanic","13.7","8.0","22.6","13.7 (CI 8.0 - 22.6)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kansas","KS","RaceEthnicity","Multiple race, NH","14.6","7.1","27.6","14.6 (CI 7.1 - 27.6)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kansas","KS","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kansas","KS","RaceEthnicity","White, NH","6.7","4.9","9.1","6.7 (CI 4.9 - 9.1)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kansas","KS","Sex","Female","8.7","5.7","13.1","8.7 (CI 5.7 - 13.1)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kansas","KS","Sex","Male","8.7","5.6","13.3","8.7 (CI 5.6 - 13.3)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kansas","KS","Total","Total","9.0","6.8","11.8","9.0 (CI 6.8 - 11.8)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kentucky","KY","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kentucky","KY","RaceEthnicity","Asian, NH","6.0","1.8","18.4","6.0 (CI 1.8 - 18.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kentucky","KY","RaceEthnicity","Black, NH","15.4","8.8","25.4","15.4 (CI 8.8 - 25.4)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kentucky","KY","RaceEthnicity","Hispanic","11.1","5.8","20.2","11.1 (CI 5.8 - 20.2)"
"2019","During the past 12 months, how many times did you actually attempt suicide?","Kentucky","KY","RaceEthnicity","Multiple race, NH","5.2","1.9","13.7","5.2 (CI 1.9 - 13.7)"
